method,split,field,horizon,window_id,mu_id,k0,abs_mean,abs_max,abs_fin,rel_mean,rel_max,rel_fin,mse_fin,run
vanilla,extrap,u_fine,160,0,170,637,5.066079139709473,8.028421401977539,8.028421401977539,0.12482845783233643,0.204387366771698,0.16992735862731934,0.06294487416744232,1
vanilla,extrap,u_fine,160,1,170,768,7.611795902252197,11.281560897827148,6.547403812408447,0.15860049426555634,0.23161457479000092,0.18607763946056366,0.04186376929283142,1
vanilla,extrap,u_fine,160,2,170,608,7.696380615234375,11.740805625915527,5.968140602111816,0.17100897431373596,0.22283005714416504,0.1655602902173996,0.03478389233350754,1
vanilla,extrap,u_fine,160,3,170,582,8.258560180664062,12.773760795593262,5.930619716644287,0.17377899587154388,0.23588988184928894,0.16894260048866272,0.03434789925813675,1
vanilla,extrap,u_fine,160,4,170,770,7.698225498199463,11.444013595581055,6.403872966766357,0.16069500148296356,0.23274768888950348,0.1817421019077301,0.04004842787981033,1
vanilla,extrap,u_fine,160,5,170,799,8.475525856018066,13.046740531921387,6.341169357299805,0.184335857629776,0.24171459674835205,0.18146902322769165,0.039267994463443756,1
vanilla,extrap,u_fine,160,6,170,527,6.1234283447265625,9.729217529296875,7.385250568389893,0.12174477428197861,0.1691439002752304,0.16773730516433716,0.053263600915670395,1
vanilla,extrap,u_fine,160,7,170,520,5.872775554656982,9.565497398376465,8.170742988586426,0.11758571118116379,0.1664770096540451,0.1661626249551773,0.06519634276628494,1
vanilla,extrap,u_fine,160,8,170,729,6.254980564117432,9.791333198547363,7.495791435241699,0.12426487356424332,0.17582359910011292,0.17582359910011292,0.054870009422302246,1
vanilla,extrap,u_fine,160,9,170,615,6.6965813636779785,9.467636108398438,5.040502548217773,0.15212205052375793,0.2068019062280655,0.13352474570274353,0.024811195209622383,1
vanilla,extrap,u_fine,160,10,127,696,3.523193836212158,5.765617847442627,3.7144148349761963,0.0768851712346077,0.10977785289287567,0.10958058387041092,0.013473513536155224,1
vanilla,extrap,u_fine,160,11,127,552,3.9840455055236816,5.529986381530762,3.7221457958221436,0.09654951840639114,0.13531453907489777,0.08995497971773148,0.013529658317565918,1
vanilla,extrap,u_fine,160,12,127,793,3.2025840282440186,5.210082530975342,5.210082530975342,0.0786784291267395,0.09986178576946259,0.09986178576946259,0.026508750393986702,1
vanilla,extrap,u_fine,160,13,127,654,3.3292603492736816,6.0792365074157715,4.727402687072754,0.07173328846693039,0.11206615716218948,0.11100804805755615,0.02182454615831375,1
vanilla,extrap,u_fine,160,14,127,805,2.954514265060425,5.397043228149414,5.397043228149414,0.07089214771986008,0.0976669043302536,0.0976669043302536,0.02844538725912571,1
vanilla,extrap,u_fine,160,15,127,771,3.08099627494812,3.7302181720733643,3.341315507888794,0.0767519623041153,0.10679269582033157,0.07269077748060226,0.010902722366154194,1
vanilla,extrap,u_fine,160,16,127,740,3.776201009750366,5.391793727874756,4.185381889343262,0.0899551585316658,0.12692172825336456,0.10522226244211197,0.017106855288147926,1
vanilla,extrap,u_fine,160,17,127,579,2.534628391265869,3.465782403945923,3.465782403945923,0.06384584307670593,0.09329096972942352,0.0716262012720108,0.011730125173926353,1
vanilla,extrap,u_fine,160,18,127,761,3.897319793701172,4.917322158813477,3.9285171031951904,0.09539902210235596,0.12813419103622437,0.09094896167516708,0.015071529895067215,1
vanilla,extrap,u_fine,160,19,127,518,3.472170352935791,5.350953102111816,3.4872372150421143,0.07969589531421661,0.11600213497877121,0.0970318391919136,0.011875803582370281,1
vanilla,extrap,u_fine,160,20,102,694,2.9371612071990967,3.756439208984375,3.756439208984375,0.06956034153699875,0.09754248708486557,0.09754248708486557,0.013780113309621811,1
vanilla,extrap,u_fine,160,21,102,638,3.1301636695861816,4.587495803833008,3.747968912124634,0.0690784901380539,0.10525816679000854,0.10284382104873657,0.01371803879737854,1
vanilla,extrap,u_fine,160,22,102,839,3.0128462314605713,4.354635238647461,3.4086410999298096,0.06650128215551376,0.09868398308753967,0.0940788984298706,0.011346517130732536,1
vanilla,extrap,u_fine,160,23,102,568,3.288501739501953,6.527089595794678,6.527089595794678,0.07768803834915161,0.12211397290229797,0.12211397290229797,0.04160439595580101,1
vanilla,extrap,u_fine,160,24,102,822,3.9475765228271484,6.215930938720703,5.46630334854126,0.08612694591283798,0.1348801702260971,0.13157349824905396,0.029180150479078293,1
vanilla,extrap,u_fine,160,25,102,531,2.275979518890381,3.612504243850708,2.596898078918457,0.05741788074374199,0.0914517268538475,0.056713540107011795,0.006585820112377405,1
vanilla,extrap,u_fine,160,26,102,712,2.6921160221099854,3.8789303302764893,3.7970433235168457,0.06542772054672241,0.09783631563186646,0.0935063287615776,0.014079626649618149,1
vanilla,extrap,u_fine,160,27,102,698,3.0648269653320312,3.943021059036255,3.943021059036255,0.07307717949151993,0.10190635174512863,0.10190635174512863,0.015183023177087307,1
vanilla,extrap,u_fine,160,28,102,806,3.732192277908325,6.1874470710754395,5.907991886138916,0.08278734236955643,0.13207371532917023,0.13207371532917023,0.03408629447221756,1
vanilla,extrap,u_fine,160,29,102,602,4.033305644989014,6.655496597290039,6.245721817016602,0.08991126716136932,0.13845057785511017,0.13845057785511017,0.038094762712717056,1
vanilla,extrap,u_fine,160,30,53,807,5.515523910522461,8.951146125793457,4.890398979187012,0.11256923526525497,0.1527058333158493,0.12326891720294952,0.023355470970273018,1
vanilla,extrap,u_fine,160,31,53,729,3.561560869216919,5.459387302398682,5.459387302398682,0.08778107166290283,0.11359292268753052,0.1011153981089592,0.02910635806620121,1
vanilla,extrap,u_fine,160,32,53,803,5.6655659675598145,9.185445785522461,5.160484313964844,0.11563298851251602,0.15649119019508362,0.1275312900543213,0.026006445288658142,1
vanilla,extrap,u_fine,160,33,53,568,4.968103408813477,9.7529878616333,9.368897438049316,0.10431473702192307,0.1652655303478241,0.163310706615448,0.08571898937225342,1
vanilla,extrap,u_fine,160,34,53,758,4.183490753173828,8.687955856323242,8.687955856323242,0.09241022914648056,0.1463797688484192,0.1463797688484192,0.07371149957180023,1
vanilla,extrap,u_fine,160,35,53,821,4.504643440246582,7.623740196228027,3.986070156097412,0.09193579107522964,0.13085924088954926,0.10731391608715057,0.015516362152993679,1
vanilla,extrap,u_fine,160,36,53,517,3.4208717346191406,4.661894798278809,4.661894798278809,0.08490943163633347,0.11553189903497696,0.0928632915019989,0.02122388780117035,1
