method,split,field,horizon,window_id,mu_id,k0,abs_mean,abs_max,abs_fin,rel_mean,rel_max,rel_fin,mse_fin,run
vanilla,extrap,u_fine,80,0,170,669,4.338469982147217,6.6889777183532715,2.8339591026306152,0.11518441885709763,0.1837487518787384,0.08133606612682343,0.00784309022128582,8
vanilla,extrap,u_fine,80,1,170,831,5.239101409912109,7.127671241760254,6.681633472442627,0.11302302032709122,0.19591432809829712,0.1903621107339859,0.04359787702560425,8
vanilla,extrap,u_fine,80,2,170,633,5.23459529876709,7.174670696258545,6.609323978424072,0.11502915620803833,0.19740168750286102,0.18892323970794678,0.04265934228897095,8
vanilla,extrap,u_fine,80,3,170,601,6.224340438842773,7.9869914054870605,5.573949337005615,0.10904784500598907,0.13113190233707428,0.11502591520547867,0.030340731143951416,8
vanilla,extrap,u_fine,80,4,170,833,5.194326877593994,7.029186248779297,6.4280781745910645,0.11388416588306427,0.19304952025413513,0.1837424486875534,0.040351752191782,8
vanilla,extrap,u_fine,80,5,170,869,4.237830638885498,6.573902606964111,2.8127987384796143,0.11240454763174057,0.18030594289302826,0.08072874695062637,0.007726402021944523,8
vanilla,extrap,u_fine,80,6,170,534,3.799206256866455,7.499087333679199,7.499087333679199,0.08949534595012665,0.13543273508548737,0.13543273508548737,0.05491826683282852,8
vanilla,extrap,u_fine,80,7,170,525,4.336113452911377,6.5446062088012695,6.5446062088012695,0.11069251596927643,0.13299834728240967,0.12789751589298248,0.04182799905538559,8
vanilla,extrap,u_fine,80,8,170,782,6.407553195953369,9.139119148254395,6.666013717651367,0.1137658879160881,0.15204794704914093,0.1181083619594574,0.04339427500963211,8
vanilla,extrap,u_fine,80,9,170,642,4.625400066375732,6.376767635345459,5.041022777557373,0.10880310833454132,0.175218403339386,0.1440582275390625,0.024816319346427917,8
vanilla,extrap,u_fine,80,10,127,741,3.4766786098480225,5.710465908050537,2.9608471393585205,0.06876691430807114,0.10314904898405075,0.07137483358383179,0.008561148308217525,8
vanilla,extrap,u_fine,80,11,127,564,2.9821465015411377,3.9750423431396484,3.1082382202148438,0.0655561313033104,0.08706704527139664,0.08706704527139664,0.009434711188077927,8
vanilla,extrap,u_fine,80,12,127,862,2.969989776611328,3.75321102142334,3.75321102142334,0.072709821164608,0.0893426463007927,0.07621131837368011,0.013756439089775085,8
vanilla,extrap,u_fine,80,13,127,690,2.2214925289154053,5.184098720550537,5.184098720550537,0.045737024396657944,0.09231377393007278,0.09231377393007278,0.02624499797821045,8
vanilla,extrap,u_fine,80,14,127,876,2.519693374633789,4.165844440460205,4.165844440460205,0.05732077360153198,0.07865055650472641,0.07865055650472641,0.016947520896792412,8
vanilla,extrap,u_fine,80,15,127,835,4.0632710456848145,5.810655117034912,5.642261505126953,0.10856787115335464,0.1434181183576584,0.13464026153087616,0.03108898177742958,8
vanilla,extrap,u_fine,80,16,127,797,3.5129265785217285,6.364227294921875,6.364227294921875,0.0958850234746933,0.17806515097618103,0.17806515097618103,0.03955409303307533,8
vanilla,extrap,u_fine,80,17,127,597,3.5084309577941895,6.419070720672607,6.419070720672607,0.09579592198133469,0.1795996129512787,0.1795996129512787,0.04023873805999756,8
vanilla,extrap,u_fine,80,18,127,823,3.962453603744507,6.072777271270752,6.072777271270752,0.10843326896429062,0.15186536312103271,0.15129122138023376,0.036014288663864136,8
vanilla,extrap,u_fine,80,19,127,522,3.3834176063537598,5.747605323791504,3.031022548675537,0.06468772143125534,0.10342314839363098,0.06677769869565964,0.008971774950623512,8
vanilla,extrap,u_fine,80,20,102,740,2.003549575805664,2.7555439472198486,2.123331069946289,0.050493836402893066,0.07531159371137619,0.05949844792485237,0.004402865655720234,8
vanilla,extrap,u_fine,80,21,102,670,2.4985013008117676,3.6671063899993896,2.9360296726226807,0.05027977377176285,0.06881551444530487,0.06211957335472107,0.008418232202529907,8
vanilla,extrap,u_fine,80,22,102,919,2.3991992473602295,3.1985695362091064,3.0299267768859863,0.05396600440144539,0.08362633734941483,0.08362633734941483,0.00896528922021389,8
vanilla,extrap,u_fine,80,23,102,584,1.8506901264190674,2.363616466522217,2.190152645111084,0.04969767481088638,0.062147121876478195,0.055808138102293015,0.004684343934059143,8
vanilla,extrap,u_fine,80,24,102,898,2.716998815536499,3.730687141418457,3.3635566234588623,0.05584364011883736,0.07867846637964249,0.07867846637964249,0.011048353277146816,8
vanilla,extrap,u_fine,80,25,102,539,1.9653980731964111,2.72757625579834,2.0754847526550293,0.04936758801341057,0.07454109936952591,0.058334846049547195,0.004206677433103323,8
vanilla,extrap,u_fine,80,26,102,762,1.9084163904190063,2.38435959815979,2.3217639923095703,0.05021367594599724,0.06282008439302444,0.06076159328222275,0.005264246370643377,8
vanilla,extrap,u_fine,80,27,102,744,2.013216257095337,2.6907076835632324,2.1325020790100098,0.0512978695333004,0.07352506369352341,0.05892057344317436,0.004440981894731522,8
vanilla,extrap,u_fine,80,28,102,878,2.479008436203003,3.5264217853546143,2.898660182952881,0.049768514931201935,0.06611868739128113,0.06358879059553146,0.00820530392229557,8
vanilla,extrap,u_fine,80,29,102,626,2.1162078380584717,3.147261142730713,3.147261142730713,0.05040388181805611,0.06363601237535477,0.06363601237535477,0.009673098102211952,8
vanilla,extrap,u_fine,80,30,53,879,4.238550662994385,6.980091094970703,4.288369178771973,0.07959701120853424,0.12277105450630188,0.10351801663637161,0.017959091812372208,8
vanilla,extrap,u_fine,80,31,53,783,3.1017158031463623,6.151036739349365,6.151036739349365,0.08117678016424179,0.1351034939289093,0.1351034939289093,0.03694848716259003,8
vanilla,extrap,u_fine,80,32,53,874,4.283133506774902,7.1775360107421875,4.096856594085693,0.07904558628797531,0.12616100907325745,0.0952591821551323,0.016390852630138397,8
