method,split,field,horizon,window_id,mu_id,k0,abs_mean,abs_max,abs_fin,rel_mean,rel_max,rel_fin,mse_fin,run
vanilla,extrap,u_fine,80,0,170,669,4.512199401855469,6.476851463317871,3.456695318222046,0.1201491728425026,0.17729005217552185,0.09920890629291534,0.011668694205582142,10
vanilla,extrap,u_fine,80,1,170,831,6.034480571746826,7.095606803894043,6.280994415283203,0.12615998089313507,0.19035719335079193,0.17894776165485382,0.0385262668132782,10
vanilla,extrap,u_fine,80,2,170,633,5.753509044647217,6.872861862182617,6.000912189483643,0.12274795025587082,0.1878053843975067,0.17153218388557434,0.035166941583156586,10
vanilla,extrap,u_fine,80,3,170,601,8.447537422180176,11.305546760559082,7.532191753387451,0.14790858328342438,0.18610064685344696,0.15543687343597412,0.05540420860052109,10
vanilla,extrap,u_fine,80,4,170,833,5.914151191711426,7.135220527648926,6.265042781829834,0.12636207044124603,0.1956133395433426,0.17908218502998352,0.03833082318305969,10
vanilla,extrap,u_fine,80,5,170,869,4.597352504730225,6.5956010818481445,3.614473819732666,0.12254535406827927,0.18032464385032654,0.1037372276186943,0.01275822427123785,10
vanilla,extrap,u_fine,80,6,170,534,5.36217737197876,10.457913398742676,10.457913398742676,0.12381380051374435,0.1933947652578354,0.18886883556842804,0.10680463165044785,10
vanilla,extrap,u_fine,80,7,170,525,4.640809059143066,10.044320106506348,10.044320106506348,0.11423156410455704,0.19629044830799103,0.19629044830799103,0.09852379560470581,10
vanilla,extrap,u_fine,80,8,170,782,8.798100471496582,12.343080520629883,10.465333938598633,0.15590207278728485,0.20319142937660217,0.18542468547821045,0.10695625841617584,10
vanilla,extrap,u_fine,80,9,170,642,5.1906633377075195,7.049266338348389,5.485756874084473,0.12046127766370773,0.19276860356330872,0.15676747262477875,0.02938821353018284,10
vanilla,extrap,u_fine,80,10,127,741,5.169829845428467,7.3764448165893555,5.348011016845703,0.10368557274341583,0.1326318085193634,0.12892033159732819,0.027930881828069687,10
vanilla,extrap,u_fine,80,11,127,564,3.7311959266662598,4.87293004989624,3.759657382965088,0.08184847980737686,0.10531441122293472,0.10531441122293472,0.013803733512759209,10
vanilla,extrap,u_fine,80,12,127,862,2.419299840927124,4.245511531829834,4.245511531829834,0.058713462203741074,0.0862077921628952,0.0862077921628952,0.017601918429136276,10
vanilla,extrap,u_fine,80,13,127,690,2.9700639247894287,6.811069488525391,6.811069488525391,0.060609228909015656,0.12128540873527527,0.12128540873527527,0.04530338943004608,10
vanilla,extrap,u_fine,80,14,127,876,2.3341357707977295,4.61956262588501,4.61956262588501,0.051867809146642685,0.08721669018268585,0.08721669018268585,0.020840194076299667,10
vanilla,extrap,u_fine,80,15,127,835,2.7147767543792725,3.185528039932251,3.1328439712524414,0.07353267818689346,0.08494148403406143,0.07475849241018295,0.009584678336977959,10
vanilla,extrap,u_fine,80,16,127,797,2.4865646362304688,3.624857187271118,2.430643320083618,0.0674443393945694,0.10676074028015137,0.06800713390111923,0.005769557785242796,10
vanilla,extrap,u_fine,80,17,127,597,2.595640182495117,3.695932149887085,2.358943462371826,0.07027368247509003,0.1088300570845604,0.0660010427236557,0.005434193182736635,10
vanilla,extrap,u_fine,80,18,127,823,2.5899624824523926,3.5795483589172363,2.53251314163208,0.07181209325790405,0.10575196892023087,0.06309255212545395,0.00626330403611064,10
vanilla,extrap,u_fine,80,19,127,522,4.846761703491211,7.404804229736328,5.636064052581787,0.09312265366315842,0.1323694884777069,0.12417043000459671,0.031020723283290863,10
vanilla,extrap,u_fine,80,20,102,740,2.3481221199035645,2.8679258823394775,2.8679258823394775,0.058979976922273636,0.08038309961557388,0.0803629457950592,0.00803222507238388,10
vanilla,extrap,u_fine,80,21,102,670,3.721670627593994,5.862398624420166,5.720269203186035,0.07473751157522202,0.1210276186466217,0.1210276186466217,0.0319545716047287,10
vanilla,extrap,u_fine,80,22,102,919,3.0105340480804443,3.6109814643859863,3.0297014713287354,0.0668288990855217,0.08397023379802704,0.08362012356519699,0.00896395556628704,10
vanilla,extrap,u_fine,80,23,102,584,2.2994384765625,3.0060369968414307,2.974802017211914,0.06170056015253067,0.07811526954174042,0.07580209523439407,0.008642037399113178,10
vanilla,extrap,u_fine,80,24,102,898,4.371988296508789,5.539446830749512,5.011951446533203,0.09046962112188339,0.1198369637131691,0.11723680794239044,0.024530913680791855,10
vanilla,extrap,u_fine,80,25,102,539,2.328760862350464,2.8680295944213867,2.6047072410583496,0.058187246322631836,0.07898159325122833,0.0732095018029213,0.0066254884004592896,10
vanilla,extrap,u_fine,80,26,102,762,2.3515899181365967,3.3403842449188232,3.2756881713867188,0.06218438223004341,0.08879747241735458,0.08572621643543243,0.01047864556312561,10
vanilla,extrap,u_fine,80,27,102,744,2.2195630073547363,2.9882330894470215,2.9882330894470215,0.056581009179353714,0.08256424218416214,0.08256424218416214,0.00872025080025196,10
vanilla,extrap,u_fine,80,28,102,878,4.418574333190918,6.510245323181152,6.468870162963867,0.08877280354499817,0.14190958440303802,0.14190958440303802,0.04086551070213318,10
vanilla,extrap,u_fine,80,29,102,626,2.1050450801849365,3.7753071784973145,3.7753071784973145,0.049999356269836426,0.07633478194475174,0.07633478194475174,0.013918891549110413,10
vanilla,extrap,u_fine,80,30,53,879,5.952057838439941,8.581483840942383,7.150701522827148,0.11318099498748779,0.17261257767677307,0.17261257767677307,0.04993411898612976,10
vanilla,extrap,u_fine,80,31,53,783,4.147387981414795,8.252488136291504,8.252488136291504,0.10785418003797531,0.18126049637794495,0.18126049637794495,0.06650738418102264,10
vanilla,extrap,u_fine,80,32,53,874,6.021928310394287,8.857400894165039,7.347127914428711,0.11205680668354034,0.1708337515592575,0.1708337515592575,0.05271512642502785,10
