method,split,field,horizon,window_id,mu_id,k0,abs_mean,abs_max,abs_fin,rel_mean,rel_max,rel_fin,mse_fin,run
vanilla,extrap,u_fine,160,0,170,637,5.499846935272217,7.620466709136963,7.620466709136963,0.13384220004081726,0.16630138456821442,0.16129270195960999,0.05671045929193497,12
vanilla,extrap,u_fine,160,1,170,768,7.423564434051514,10.723251342773438,5.636291027069092,0.15230362117290497,0.19699668884277344,0.16018375754356384,0.031023219227790833,12
vanilla,extrap,u_fine,160,2,170,608,7.179846286773682,10.885308265686035,6.2942118644714355,0.15806429088115692,0.19948476552963257,0.17460572719573975,0.038688577711582184,12
vanilla,extrap,u_fine,160,3,170,582,7.327311992645264,10.943100929260254,5.917754173278809,0.15458860993385315,0.2023322582244873,0.16857610642910004,0.03419903665781021,12
vanilla,extrap,u_fine,160,4,170,770,7.360632419586182,10.719718933105469,5.692564964294434,0.15138784050941467,0.1969372183084488,0.16155515611171722,0.031645797193050385,12
vanilla,extrap,u_fine,160,5,170,799,7.053718566894531,10.670660972595215,5.437281131744385,0.15231072902679443,0.19580569863319397,0.15560191869735718,0.028871122747659683,12
vanilla,extrap,u_fine,160,6,170,527,6.961152076721191,10.818799018859863,8.165746688842773,0.13764502108097076,0.19997790455818176,0.1854642927646637,0.06511661410331726,12
vanilla,extrap,u_fine,160,7,170,520,7.021623134613037,10.794720649719238,9.507014274597168,0.1403382271528244,0.19921298325061798,0.19333744049072266,0.08826495707035065,12
vanilla,extrap,u_fine,160,8,170,729,6.914613246917725,10.561564445495605,7.252345085144043,0.1366320550441742,0.19429175555706024,0.17011325061321259,0.051363781094551086,12
vanilla,extrap,u_fine,160,9,170,615,6.846692085266113,10.5757474899292,6.675621032714844,0.15296508371829987,0.1935579776763916,0.17683961987495422,0.04351945221424103,12
vanilla,extrap,u_fine,160,10,127,696,4.486421585083008,7.601642608642578,5.049283504486084,0.09805846959352493,0.1489611268043518,0.1489611268043518,0.02489771693944931,12
vanilla,extrap,u_fine,160,11,127,552,4.4672160148620605,6.153520584106445,4.424392223358154,0.1083826795220375,0.15458813309669495,0.10692653059959412,0.01911645196378231,12
vanilla,extrap,u_fine,160,12,127,793,3.470843553543091,6.058565616607666,6.058565616607666,0.0862622782588005,0.12451755255460739,0.11612468212842941,0.03584592044353485,12
vanilla,extrap,u_fine,160,13,127,654,4.876443862915039,8.902318954467773,6.234202861785889,0.1039247140288353,0.16086851060390472,0.14639046788215637,0.03795437887310982,12
vanilla,extrap,u_fine,160,14,127,805,3.859976291656494,7.853009223937988,7.853009223937988,0.09296651184558868,0.14211098849773407,0.14211098849773407,0.060224369168281555,12
vanilla,extrap,u_fine,160,15,127,771,4.745011806488037,5.8543381690979,5.724497318267822,0.11883359402418137,0.1724105179309845,0.12453722208738327,0.03200182318687439,12
vanilla,extrap,u_fine,160,16,127,740,4.586431503295898,6.406130790710449,5.074227809906006,0.11002182960510254,0.16186165809631348,0.12756823003292084,0.025144323706626892,12
vanilla,extrap,u_fine,160,17,127,579,4.277141571044922,5.72617769241333,5.72617769241333,0.10776578634977341,0.1584610491991043,0.11834105104207993,0.03202061355113983,12
vanilla,extrap,u_fine,160,18,127,761,4.506649017333984,5.525825500488281,4.672790050506592,0.11074288189411163,0.1576017141342163,0.10817959904670715,0.021323207765817642,12
vanilla,extrap,u_fine,160,19,127,518,4.261624813079834,6.613088130950928,4.570988655090332,0.0973978266119957,0.13836808502674103,0.12718705832958221,0.020404234528541565,12
vanilla,extrap,u_fine,160,20,102,694,3.5674164295196533,4.630337715148926,3.6321001052856445,0.08419219404459,0.11022476851940155,0.09431380778551102,0.012882960960268974,12
vanilla,extrap,u_fine,160,21,102,638,4.238318920135498,6.155026435852051,4.6855387687683105,0.09364192932844162,0.13956032693386078,0.12857063114643097,0.021439721807837486,12
vanilla,extrap,u_fine,160,22,102,839,4.070314884185791,5.8184332847595215,4.229165554046631,0.0900096446275711,0.12771394848823547,0.11672547459602356,0.01746664009988308,12
vanilla,extrap,u_fine,160,23,102,568,3.6967506408691406,6.995439052581787,6.995439052581787,0.08734457939863205,0.13087622821331024,0.13087622821331024,0.04778922349214554,12
vanilla,extrap,u_fine,160,24,102,822,4.200843334197998,5.8097453117370605,5.5447998046875,0.09253589063882828,0.13346289098262787,0.13346289098262787,0.030024223029613495,12
vanilla,extrap,u_fine,160,25,102,531,2.610260009765625,3.3484156131744385,3.3484156131744385,0.06495050340890884,0.08053769171237946,0.07312589883804321,0.010949108749628067,12
vanilla,extrap,u_fine,160,26,102,712,3.1375985145568848,4.02919340133667,3.5919435024261475,0.07581767439842224,0.0980096235871315,0.08845552057027817,0.01259966567158699,12
vanilla,extrap,u_fine,160,27,102,698,3.3295483589172363,4.327320575714111,3.5554921627044678,0.07920686155557632,0.10571137815713882,0.09189076721668243,0.012345239520072937,12
vanilla,extrap,u_fine,160,28,102,806,4.106734752655029,6.47703742980957,5.860197067260742,0.0908016711473465,0.13100525736808777,0.13100525736808777,0.03353702276945114,12
vanilla,extrap,u_fine,160,29,102,602,3.855241537094116,6.581399440765381,5.813775539398193,0.08541075140237808,0.1288755089044571,0.1288755089044571,0.033007800579071045,12
vanilla,extrap,u_fine,160,30,53,807,7.202956676483154,12.245495796203613,5.306394577026367,0.14489856362342834,0.20682980120182037,0.1337546408176422,0.027497876435518265,12
vanilla,extrap,u_fine,160,31,53,729,4.405468940734863,9.131589889526367,9.131589889526367,0.10590578615665436,0.16912966966629028,0.16912966966629028,0.08143158257007599,12
