method,split,field,horizon,window_id,mu_id,k0,abs_mean,abs_max,abs_fin,rel_mean,rel_max,rel_fin,mse_fin,run
vanilla,extrap,u_fine,80,0,170,669,3.527116537094116,5.046938896179199,4.642065048217773,0.09490563720464706,0.13886046409606934,0.13322961330413818,0.021043719723820686,12
vanilla,extrap,u_fine,80,1,170,831,5.533752918243408,6.624120712280273,6.03542423248291,0.11647193878889084,0.17633889615535736,0.17195138335227966,0.0355726033449173,12
vanilla,extrap,u_fine,80,2,170,633,5.155971527099609,6.259522914886475,5.874808311462402,0.11093228310346603,0.17413099110126495,0.1679275780916214,0.03370446339249611,12
vanilla,extrap,u_fine,80,3,170,601,7.547217845916748,10.184657096862793,7.162319660186768,0.13217543065547943,0.1670408695936203,0.14780406653881073,0.050096504390239716,12
vanilla,extrap,u_fine,80,4,170,833,5.255649089813232,6.263693332672119,5.781311511993408,0.1128421425819397,0.17352601885795593,0.16525503993034363,0.03264020010828972,12
vanilla,extrap,u_fine,80,5,170,869,3.4202136993408203,4.952108860015869,4.531082630157471,0.09192413836717606,0.1360534280538559,0.1300443708896637,0.02004951983690262,12
vanilla,extrap,u_fine,80,6,170,534,4.347792148590088,8.385414123535156,8.385414123535156,0.10253043472766876,0.15143971145153046,0.15143971145153046,0.06866715848445892,12
vanilla,extrap,u_fine,80,7,170,525,4.080160617828369,7.623479843139648,7.623479843139648,0.10311676561832428,0.14898133277893066,0.14898133277893066,0.056755319237709045,12
vanilla,extrap,u_fine,80,8,170,782,7.916850566864014,11.313725471496582,8.850483894348145,0.14034925401210785,0.18550091981887817,0.15681278705596924,0.07649518549442291,12
vanilla,extrap,u_fine,80,9,170,642,4.158406734466553,5.651038646697998,4.708439826965332,0.09705930203199387,0.15709756314754486,0.1345539391040802,0.021649809554219246,12
vanilla,extrap,u_fine,80,10,127,741,3.316492795944214,5.342545509338379,2.8570239543914795,0.06478556245565414,0.09611685574054718,0.06887204945087433,0.007971275597810745,12
vanilla,extrap,u_fine,80,11,127,564,2.750654458999634,3.7878057956695557,3.5321431159973145,0.060736726969480515,0.09894134849309921,0.09894134849309921,0.012183628976345062,12
vanilla,extrap,u_fine,80,12,127,862,2.9320383071899414,4.258181095123291,4.258181095123291,0.07099946588277817,0.08646506071090698,0.08646506071090698,0.017707133665680885,12
vanilla,extrap,u_fine,80,13,127,690,2.8424899578094482,5.95921516418457,5.95921516418457,0.05861901864409447,0.10611635446548462,0.10611635446548462,0.03467992693185806,12
vanilla,extrap,u_fine,80,14,127,876,2.691664934158325,4.961150646209717,4.961150646209717,0.06036818027496338,0.09366583079099655,0.09366583079099655,0.02403615042567253,12
vanilla,extrap,u_fine,80,15,127,835,3.0402894020080566,3.942554235458374,3.8120758533477783,0.08190864324569702,0.10344677418470383,0.09096688032150269,0.014191330410540104,12
vanilla,extrap,u_fine,80,16,127,797,2.779813051223755,4.035519123077393,3.3785741329193115,0.0760473757982254,0.11773737519979477,0.09452935308218002,0.011147229000926018,12
vanilla,extrap,u_fine,80,17,127,597,2.5788204669952393,3.7252886295318604,3.0679128170013428,0.07038693875074387,0.10826236754655838,0.08583734184503555,0.009191492572426796,12
vanilla,extrap,u_fine,80,18,127,823,3.020128011703491,3.921555757522583,3.627634286880493,0.08307770639657974,0.1031864657998085,0.09037532657384872,0.012851298786699772,12
vanilla,extrap,u_fine,80,19,127,522,3.848522663116455,6.027045249938965,2.784057140350342,0.07339592278003693,0.10789278149604797,0.061336699873209,0.00756931072100997,12
vanilla,extrap,u_fine,80,20,102,740,2.3247482776641846,3.4543120861053467,3.2557172775268555,0.059437669813632965,0.09795365482568741,0.09122935682535172,0.010351266711950302,12
vanilla,extrap,u_fine,80,21,102,670,2.5953519344329834,3.7017083168029785,3.1813461780548096,0.052267253398895264,0.06925449520349503,0.0673099011182785,0.009883753955364227,12
vanilla,extrap,u_fine,80,22,102,919,2.8062291145324707,3.6109118461608887,3.6109118461608887,0.06264465302228928,0.09966159611940384,0.09966159611940384,0.012733090668916702,12
vanilla,extrap,u_fine,80,23,102,584,1.9583615064620972,2.313673257827759,2.025174856185913,0.05276883766055107,0.0639757290482521,0.05160427466034889,0.004005208611488342,12
