,method,split,field,horizon,mu_id,k0,abs_mean,abs_max,abs_fin,rel_mean,rel_max,rel_fin,mse_fin
0,vanilla,train,u_fine,40,850,144,0.6743570566177368,0.9882203340530396,0.9882203340530396,0.018276045098900795,0.026113463565707207,0.026113463565707207,0.0009536908473819494
1,vanilla,train,u_fine,40,850,284,0.6960023045539856,0.7885768413543701,0.7170960307121277,0.01541254110634327,0.0174675602465868,0.01687196083366871,0.000502174545545131
2,vanilla,train,u_fine,40,850,114,0.7481610178947449,1.2894062995910645,1.2894062995910645,0.019086390733718872,0.03513658791780472,0.03513658791780472,0.0016236021183431149
3,vanilla,train,u_fine,40,850,86,0.6869935989379883,0.8087650537490845,0.6753719449043274,0.015498697757720947,0.018562231212854385,0.01608962193131447,0.00044543674448505044
4,vanilla,train,u_fine,40,850,285,0.694622814655304,0.7808493375778198,0.734067976474762,0.015454915352165699,0.017890343442559242,0.017332229763269424,0.0005262263584882021
5,vanilla,train,u_fine,40,850,316,0.7557997107505798,1.246557593345642,1.246557593345642,0.019365845248103142,0.03405660390853882,0.03405660390853882,0.0015174862928688526
6,vanilla,train,u_fine,40,850,28,0.9055926203727722,1.1801456212997437,1.152803897857666,0.020510375499725342,0.027948038652539253,0.02375900186598301,0.0012978093000128865
7,vanilla,train,u_fine,40,850,21,1.0251200199127197,1.4055242538452148,1.0884734392166138,0.02430146373808384,0.033511288464069366,0.023082612082362175,0.001157006248831749
8,vanilla,train,u_fine,40,850,242,0.8293508887290955,1.0415011644363403,1.038680911064148,0.016930652782320976,0.020776066929101944,0.020769434049725533,0.0010535723995417356
9,vanilla,train,u_fine,40,850,121,0.756824254989624,1.1628150939941406,1.1375534534454346,0.019828150048851967,0.03198902681469917,0.0313391387462616,0.0012636989122256637
10,vanilla,train,u_fine,40,636,207,0.6862879991531372,0.9567358493804932,0.5324468016624451,0.016008829697966576,0.021992797031998634,0.013105588033795357,0.00027685510576702654
11,vanilla,train,u_fine,40,636,54,0.44931355118751526,0.5120922327041626,0.3923432230949402,0.011704432778060436,0.01353745348751545,0.010161137208342552,0.0001503254025010392
12,vanilla,train,u_fine,40,636,310,0.48308172821998596,0.6309787631034851,0.6238495707511902,0.01188033726066351,0.015164308249950409,0.014958776533603668,0.0003800666600000113
13,vanilla,train,u_fine,40,636,162,0.5886468291282654,0.8856792449951172,0.8284369111061096,0.013428032398223877,0.020051442086696625,0.019109303131699562,0.000670222332701087
14,vanilla,train,u_fine,40,636,323,0.4307088851928711,0.6460267901420593,0.6460267901420593,0.010382195003330708,0.015179107896983624,0.015179107896983624,0.0004075689648743719
15,vanilla,train,u_fine,40,636,287,0.4172757565975189,0.6190868616104126,0.6190868616104126,0.010648084804415703,0.015386234037578106,0.015386234037578106,0.0003742857079487294
16,vanilla,train,u_fine,40,636,254,0.5096129775047302,0.6839832663536072,0.5657166838645935,0.012881159782409668,0.0172650795429945,0.014417638070881367,0.00031253453926183283
17,vanilla,train,u_fine,40,636,83,0.544884204864502,0.8062750101089478,0.8058134317398071,0.014097637496888638,0.02071298286318779,0.02039891853928566,0.0006341165280900896
18,vanilla,train,u_fine,40,636,276,0.39972907304763794,0.5498176217079163,0.5498176217079163,0.010206629522144794,0.014076163992285728,0.014076163992285728,0.00029521429678425193
19,vanilla,train,u_fine,40,636,18,0.9147106409072876,1.4335079193115234,0.95722895860672,0.02436124160885811,0.03792991489171982,0.02545163594186306,0.0008948117610998452
20,vanilla,train,u_fine,40,511,205,0.7490221858024597,1.051990270614624,0.9044532179832458,0.015639597550034523,0.021692825481295586,0.018649233505129814,0.0007988628931343555
21,vanilla,train,u_fine,40,511,146,0.5298334956169128,0.6881610155105591,0.6396619081497192,0.01395108737051487,0.01732836849987507,0.015689631924033165,0.00039957748958840966
22,vanilla,train,u_fine,40,511,359,0.6457614898681641,0.8987038135528564,0.560051441192627,0.016309933736920357,0.02271321415901184,0.012940963730216026,0.0003063063195440918
23,vanilla,train,u_fine,40,511,71,0.4658154547214508,0.6174065470695496,0.45355838537216187,0.011420073918998241,0.015799835324287415,0.012082593515515327,0.0002008937590289861
24,vanilla,train,u_fine,40,511,341,0.49272432923316956,0.6765217185020447,0.6745150685310364,0.013092699460685253,0.01711067371070385,0.016957921907305717,0.0004443071666173637
25,vanilla,train,u_fine,40,511,32,0.7578786015510559,0.8824045658111572,0.7868640422821045,0.017024775967001915,0.019972065463662148,0.017310844734311104,0.0006046436028555036
26,vanilla,train,u_fine,40,511,224,0.7680420875549316,1.0519577264785767,0.9803423881530762,0.015923023223876953,0.022043943405151367,0.020563757047057152,0.000938546028919518
27,vanilla,train,u_fine,40,511,209,0.8621395230293274,1.1018931865692139,1.0574793815612793,0.017919547855854034,0.02272186242043972,0.021946245804429054,0.001092053484171629
28,vanilla,train,u_fine,40,511,324,0.5203678011894226,0.7246455550193787,0.7246455550193787,0.01398561056703329,0.019561603665351868,0.019561603665351868,0.0005128038465045393
29,vanilla,train,u_fine,40,511,107,0.4843211770057678,0.6447988748550415,0.5054474472999573,0.01293858326971531,0.017190439626574516,0.013708076439797878,0.00024948938516899943
30,vanilla,train,u_fine,40,269,325,1.2351806163787842,1.6348142623901367,1.4903353452682495,0.026324916630983353,0.034213487058877945,0.03092292882502079,0.002169042592868209
31,vanilla,train,u_fine,40,269,242,0.7613255381584167,0.9382078051567078,0.7979007959365845,0.020601974800229073,0.024987775832414627,0.020538542419672012,0.0006217242917045951
32,vanilla,train,u_fine,40,269,321,1.1284993886947632,1.5753377676010132,1.5753377676010132,0.02422269992530346,0.032968759536743164,0.032968759536743164,0.002423524623736739
33,vanilla,train,u_fine,40,269,72,0.7787622809410095,1.1487215757369995,1.1296435594558716,0.019337961450219154,0.027553755789995193,0.026849934831261635,0.0012461862061172724
34,vanilla,train,u_fine,40,269,273,0.745684802532196,1.0498117208480835,1.0188769102096558,0.018351392820477486,0.025009412318468094,0.02403399720788002,0.0010137795470654964
35,vanilla,train,u_fine,40,269,340,0.9107992053031921,1.2219501733779907,0.9343323111534119,0.019019661471247673,0.025518054142594337,0.019451389089226723,0.0008525165030732751
36,vanilla,train,u_fine,40,269,17,0.956298828125,1.1202739477157593,1.0494412183761597,0.02667245827615261,0.031637661159038544,0.02975853905081749,0.0010755144758149981
37,vanilla,train,u_fine,40,269,131,1.1850939989089966,1.5227230787277222,1.1365771293640137,0.025075703859329224,0.03189731016755104,0.023380635306239128,0.0012615307932719588
38,vanilla,train,u_fine,40,269,229,0.7317970395088196,0.9981647729873657,0.8156726360321045,0.019819362089037895,0.027414247393608093,0.02220461703836918,0.0006497283466160297
39,vanilla,train,u_fine,40,269,38,0.7746348977088928,0.9375172257423401,0.9200316667556763,0.021520646288990974,0.025307418778538704,0.024420617148280144,0.0008266194490715861
40,vanilla,train,u_fine,40,307,184,0.802775502204895,1.0730382204055786,0.8692900538444519,0.016558382660150528,0.021987657994031906,0.017808374017477036,0.0007379543385468423
41,vanilla,train,u_fine,40,307,227,0.962243378162384,1.337700605392456,0.9345527291297913,0.023092595860362053,0.03280692547559738,0.02396283857524395,0.0008529187180101871
42,vanilla,train,u_fine,40,307,275,0.7481053471565247,0.8870822191238403,0.8799008727073669,0.020283004269003868,0.02462419494986534,0.02425827458500862,0.0007560796802863479
43,vanilla,train,u_fine,40,307,334,0.7490643858909607,1.3101863861083984,1.1810091733932495,0.017299428582191467,0.0289868526160717,0.025680454447865486,0.0013620923273265362
44,vanilla,train,u_fine,40,307,147,0.6583685874938965,1.0589131116867065,0.545872151851654,0.014654973521828651,0.02357776276767254,0.011416084133088589,0.00029099261155351996
45,vanilla,train,u_fine,40,307,158,0.8485974669456482,1.1852076053619385,1.0216134786605835,0.018322819843888283,0.02621762454509735,0.021222952753305435,0.00101923244073987
46,vanilla,train,u_fine,40,307,171,0.9716664552688599,1.318970799446106,1.318970799446106,0.020316889509558678,0.02713036723434925,0.02713036723434925,0.0016989102587103844
47,vanilla,train,u_fine,40,307,344,0.6958152055740356,1.125847578048706,0.6318792104721069,0.015580914914608002,0.025017548352479935,0.013276327401399612,0.0003899133880622685
48,vanilla,train,u_fine,40,307,70,0.6618568301200867,0.8482925891876221,0.8148464560508728,0.01820361614227295,0.02389620989561081,0.022925669327378273,0.0006484127952717245
49,vanilla,train,u_fine,40,307,180,0.8470849990844727,1.2216436862945557,0.9776706695556641,0.017511097714304924,0.025032738223671913,0.019953185692429543,0.0009334374917671084
50,vanilla,train,u_fine,40,40,17,1.6467876434326172,2.4888851642608643,2.4828040599823,0.03823724016547203,0.05475028604269028,0.05442216619849205,0.006019840482622385
51,vanilla,train,u_fine,40,40,153,1.1870414018630981,1.6104259490966797,1.4926998615264893,0.031019581481814384,0.04054632410407066,0.03711152821779251,0.0021759304217994213
52,vanilla,train,u_fine,40,40,341,0.9326984286308289,1.1663709878921509,1.145569920539856,0.025037435814738274,0.03117256425321102,0.02945573441684246,0.001281572738662362
53,vanilla,train,u_fine,40,40,223,1.7495784759521484,2.4481499195098877,2.1933019161224365,0.038115113973617554,0.052607856690883636,0.046313412487506866,0.004697825759649277
54,vanilla,train,u_fine,40,40,126,1.1415737867355347,1.6316410303115845,1.0852487087249756,0.030384400859475136,0.04418735206127167,0.029611526057124138,0.0011501607950776815
55,vanilla,train,u_fine,40,40,359,1.1989392042160034,1.5631927251815796,1.4358786344528198,0.03084089234471321,0.039231352508068085,0.03549677133560181,0.0020134253427386284
56,vanilla,train,u_fine,40,40,217,1.702856421470642,2.538257360458374,2.531376361846924,0.037569086998701096,0.05458240956068039,0.054282575845718384,0.006257682107388973
57,vanilla,train,u_fine,40,40,342,0.9157465100288391,1.2050164937973022,1.2050164937973022,0.02454378269612789,0.03127811476588249,0.03085809201002121,0.0014180319849401712
58,vanilla,train,u_fine,40,40,5,3.0360965728759766,4.059913635253906,4.059913635253906,0.08284733444452286,0.09228252619504929,0.09154682606458664,0.016096580773591995
59,vanilla,train,u_fine,40,40,166,1.1990219354629517,1.6709320545196533,1.6709320545196533,0.030265038833022118,0.04108758270740509,0.04108758270740509,0.002726576291024685
60,vanilla,train,u_fine,40,75,301,0.9608080983161926,1.2335236072540283,1.2081061601638794,0.02161509357392788,0.0274821687489748,0.0274821687489748,0.001425313064828515
61,vanilla,train,u_fine,40,75,273,0.9745259284973145,1.3333178758621216,1.3333178758621216,0.022588415071368217,0.030461223796010017,0.030461223796010017,0.001736070727929473
62,vanilla,train,u_fine,40,75,147,0.9750953912734985,1.3048933744430542,1.171843409538269,0.02328372187912464,0.03109566867351532,0.028436971828341484,0.0013410322135314345
63,vanilla,train,u_fine,40,75,179,1.0133899450302124,1.3810104131698608,1.2393014430999756,0.025905920192599297,0.0358203686773777,0.031968194991350174,0.0014998712576925755
64,vanilla,train,u_fine,40,75,151,0.9730898141860962,1.2874667644500732,1.0546796321868896,0.0233121570199728,0.03066682256758213,0.026062417775392532,0.0010862783528864384
65,vanilla,train,u_fine,40,75,191,1.0221960544586182,1.331258773803711,1.1908917427062988,0.026246903464198112,0.033962998539209366,0.029715515673160553,0.0013849834213033319
66,vanilla,train,u_fine,40,75,83,1.0255634784698486,1.3841394186019897,1.150248646736145,0.023567838594317436,0.03145800903439522,0.025678521022200584,0.001292062341235578
67,vanilla,train,u_fine,40,75,283,1.0367306470870972,1.4004852771759033,1.1466466188430786,0.023756299167871475,0.03176378086209297,0.025556204840540886,0.0012839827686548233
