method,split,field,horizon,window_id,mu_id,k0,abs_mean,abs_max,abs_fin,rel_mean,rel_max,rel_fin,mse_fin,run
vanilla,extrap,u_fine,320,0,170,573,7.993476867675781,10.748099327087402,8.826862335205078,0.1671871691942215,0.2197703719139099,0.2197703719139099,0.07608740776777267,16
vanilla,extrap,u_fine,320,1,170,642,6.403759002685547,9.978261947631836,7.090685844421387,0.14581067860126495,0.21853823959827423,0.2015189230442047,0.04909943789243698,16
vanilla,extrap,u_fine,320,2,170,557,7.880703926086426,11.077123641967773,10.286110877990723,0.16452579200267792,0.21651871502399445,0.20102404057979584,0.103324294090271,16
vanilla,extrap,u_fine,320,3,170,544,7.819863319396973,11.344204902648926,10.281136512756348,0.16484391689300537,0.21683984994888306,0.1832761913537979,0.10322438180446625,16
vanilla,extrap,u_fine,320,4,170,643,6.373874664306641,9.948224067687988,7.221405029296875,0.14529982209205627,0.2178107351064682,0.20460791885852814,0.050926461815834045,16
vanilla,extrap,u_fine,320,5,170,658,6.071890354156494,9.79277515411377,8.818072319030762,0.1404312700033188,0.22775842249393463,0.22775842249393463,0.07593594491481781,16
vanilla,extrap,u_fine,320,6,170,515,7.185894012451172,11.304473876953125,11.304473876953125,0.15718811750411987,0.21358484029769897,0.1853140890598297,0.12479601800441742,16
vanilla,extrap,u_fine,320,7,170,511,7.06805419921875,11.22137451171875,11.204964637756348,0.15554435551166534,0.2116599828004837,0.18433284759521484,0.12260861694812775,16
vanilla,extrap,u_fine,320,8,170,621,7.67971658706665,10.401134490966797,6.2717084884643555,0.16947686672210693,0.23877312242984772,0.17847345769405365,0.0384124293923378,16
vanilla,extrap,u_fine,320,9,170,561,7.871701240539551,10.957597732543945,9.848104476928711,0.16408632695674896,0.21570120751857758,0.20322883129119873,0.09471207857131958,16
vanilla,extrap,u_fine,320,10,127,604,4.90411901473999,7.17552375793457,4.985623359680176,0.11793394386768341,0.1506853550672531,0.11342533677816391,0.024273868650197983,16
vanilla,extrap,u_fine,320,11,127,528,5.413119792938232,8.258757591247559,5.082201957702637,0.12094824761152267,0.17626714706420898,0.14581041038036346,0.025223415344953537,16
vanilla,extrap,u_fine,320,12,127,655,4.80730676651001,8.10023307800293,7.85331392288208,0.10863626003265381,0.15202146768569946,0.13932760059833527,0.060229044407606125,16
vanilla,extrap,u_fine,320,13,127,582,4.534351348876953,6.816479682922363,4.571071624755859,0.10856600105762482,0.1428704708814621,0.11422272771596909,0.02040497586131096,16
vanilla,extrap,u_fine,320,14,127,662,4.868778228759766,8.235913276672363,8.235913276672363,0.10889644920825958,0.1499815583229065,0.1499815583229065,0.06624048948287964,16
vanilla,extrap,u_fine,320,15,127,644,4.706399440765381,8.042230606079102,6.630894184112549,0.10844140499830246,0.15547218918800354,0.12049562484025955,0.0429382398724556,16
vanilla,extrap,u_fine,320,16,127,627,4.5480875968933105,7.2536115646362305,5.225158214569092,0.10766308754682541,0.14330701529979706,0.10325968265533447,0.02666238322854042,16
vanilla,extrap,u_fine,320,17,127,542,5.2614641189575195,7.799469470977783,4.652850151062012,0.11929021030664444,0.16680294275283813,0.1375027596950531,0.021141614764928818,16
vanilla,extrap,u_fine,320,18,127,639,4.591166973114014,7.764329433441162,6.098714828491211,0.10676925629377365,0.150089293718338,0.11343611031770706,0.03632257878780365,16
vanilla,extrap,u_fine,320,19,127,510,5.093548774719238,8.193563461303711,6.244058609008789,0.11209315061569214,0.17208664119243622,0.15785342454910278,0.03807447850704193,16
vanilla,extrap,u_fine,320,20,102,603,5.8014235496521,12.429133415222168,12.429133415222168,0.1341310292482376,0.2337336242198944,0.2337336242198944,0.1508626490831375,16
vanilla,extrap,u_fine,320,21,102,573,4.48988151550293,7.383138179779053,5.867666244506836,0.1075194850564003,0.16100434958934784,0.12667235732078552,0.033622559159994125,16
vanilla,extrap,u_fine,320,22,102,680,6.7750396728515625,12.7469482421875,9.211752891540527,0.15219646692276,0.28260934352874756,0.255605548620224,0.0828675627708435,16
vanilla,extrap,u_fine,320,23,102,536,4.118227481842041,7.012810707092285,5.091799736022949,0.0979897603392601,0.15247361361980438,0.1319579780101776,0.025318775326013565,16
vanilla,extrap,u_fine,320,24,102,671,6.462167263031006,12.5231294631958,9.627755165100098,0.143793985247612,0.27765223383903503,0.25067320466041565,0.09052115678787231,16
vanilla,extrap,u_fine,320,25,102,517,4.493916988372803,7.7593207359313965,5.268940448760986,0.10453528165817261,0.17312829196453094,0.13913589715957642,0.027111070230603218,16
vanilla,extrap,u_fine,320,26,102,613,5.335035800933838,12.597596168518066,12.54861068725586,0.12121977657079697,0.23725567758083344,0.23725567758083344,0.15377697348594666,16
vanilla,extrap,u_fine,320,27,102,605,5.679009437561035,12.634475708007812,12.634475708007812,0.13084931671619415,0.23671962320804596,0.23671962320804596,0.1558886468410492,16
vanilla,extrap,u_fine,320,28,102,662,6.185891628265381,12.371445655822754,10.39645004272461,0.1367969959974289,0.2743408679962158,0.2502417266368866,0.10555291175842285,16
vanilla,extrap,u_fine,320,29,102,554,4.340691089630127,7.638769149780273,5.145666599273682,0.10400910675525665,0.16380789875984192,0.12532368302345276,0.025857310742139816,16
vanilla,extrap,u_fine,320,30,53,663,7.132718086242676,13.557132720947266,6.710429668426514,0.14951054751873016,0.2288050353527069,0.18259400129318237,0.04397447779774666,16
vanilla,extrap,u_fine,320,31,53,621,7.696353435516357,14.411235809326172,10.252918243408203,0.15986569225788116,0.24312931299209595,0.2060476392507553,0.10265853255987167,16
vanilla,extrap,u_fine,320,32,53,661,7.169541835784912,13.58997917175293,6.8360161781311035,0.14995411038398743,0.22930215299129486,0.184040829539299,0.045635852962732315,16
vanilla,extrap,u_fine,320,33,53,536,5.524755001068115,11.180837631225586,8.20925521850586,0.12725713849067688,0.18967586755752563,0.18908219039440155,0.0658123716711998,16
vanilla,extrap,u_fine,320,34,53,637,7.662628173828125,14.410429000854492,9.029436111450195,0.15888087451457977,0.24312056601047516,0.21498622000217438,0.07961983978748322,16
vanilla,extrap,u_fine,320,35,53,670,7.047476291656494,13.537307739257812,6.476540565490723,0.14920669794082642,0.22845447063446045,0.18312837183475494,0.04096248373389244,16
vanilla,extrap,u_fine,320,36,53,509,6.463481903076172,12.423705101013184,7.60003137588501,0.14716807007789612,0.21176235377788544,0.21176235377788544,0.056406714022159576,16
vanilla,extrap,u_fine,320,37,53,566,6.77297830581665,12.673060417175293,12.673060417175293,0.15204967558383942,0.2401554137468338,0.2385394126176834,0.15684226155281067,16
vanilla,extrap,u_fine,320,38,53,615,7.881713390350342,14.654143333435059,11.826717376708984,0.1648806780576706,0.24723230302333832,0.22044672071933746,0.1365930140018463,16
vanilla,extrap,u_fine,320,39,53,519,6.032015323638916,11.889477729797363,7.79184103012085,0.13882282376289368,0.2021763026714325,0.20205412805080414,0.059289827942848206,16
vanilla,extrap,u_fine,320,40,61,592,10.406095504760742,21.966266632080078,6.623781681060791,0.18841037154197693,0.31567153334617615,0.19252900779247284,0.04284616932272911,16
vanilla,extrap,u_fine,320,41,61,614,9.273248672485352,21.231508255004883,4.673694133758545,0.17505493760108948,0.3047585189342499,0.1380632370710373,0.021331463009119034,16
vanilla,extrap,u_fine,320,42,61,638,7.760012149810791,20.783079147338867,5.414898872375488,0.15813365578651428,0.2972199022769928,0.154653400182724,0.02863391488790512,16
vanilla,extrap,u_fine,320,43,61,667,8.039105415344238,20.777053833007812,11.170239448547363,0.1685408353805542,0.2967124879360199,0.25215110182762146,0.12184985727071762,16
vanilla,extrap,u_fine,320,44,61,574,11.161152839660645,22.38867950439453,8.20472526550293,0.2009468525648117,0.32187139987945557,0.20347411930561066,0.06573975086212158,16
vanilla,extrap,u_fine,320,45,61,580,10.917016983032227,22.283248901367188,7.738987445831299,0.19636325538158417,0.3203646242618561,0.20682834088802338,0.058488212525844574,16
vanilla,extrap,u_fine,320,46,61,586,10.644088745117188,22.144311904907227,7.336300849914551,0.1917431801557541,0.31833529472351074,0.2065974920988083,0.05255987122654915,16
vanilla,extrap,u_fine,320,47,61,672,8.092703819274902,20.816133499145508,12.03480052947998,0.16915124654769897,0.2975286543369293,0.2547916769981384,0.14144182205200195,16
vanilla,extrap,u_fine,320,48,61,536,11.40579891204834,23.212949752807617,19.872962951660156,0.2116275280714035,0.33359551429748535,0.3069312870502472,0.38567835092544556,16
vanilla,extrap,u_fine,320,49,61,590,10.478950500488281,22.026939392089844,6.895139694213867,0.18933963775634766,0.3165859282016754,0.19872073829174042,0.046428658068180084,16
vanilla,extrap,u_fine,320,50,8,509,7.72677755355835,16.444971084594727,9.016688346862793,0.17140038311481476,0.2619752585887909,0.259691059589386,0.07939518243074417,16
