method,split,field,horizon,window_id,mu_id,k0,abs_mean,abs_max,abs_fin,rel_mean,rel_max,rel_fin,mse_fin,run
vanilla,extrap,u_fine,320,0,170,573,8.773423194885254,12.780050277709961,8.582479476928711,0.18109308183193207,0.21737296879291534,0.2136857509613037,0.07193256914615631,1
vanilla,extrap,u_fine,320,1,170,642,6.970620632171631,11.574248313903809,7.808151721954346,0.1582796573638916,0.22190947830677032,0.22190947830677032,0.05953831598162651,1
vanilla,extrap,u_fine,320,2,170,557,8.507013320922852,12.253744125366211,10.627096176147461,0.1761123687028885,0.2197743058204651,0.20768800377845764,0.11028826236724854,1
vanilla,extrap,u_fine,320,3,170,544,8.398329734802246,12.46976089477539,11.22718334197998,0.17579405009746552,0.22542648017406464,0.20014086365699768,0.12309536337852478,1
vanilla,extrap,u_fine,320,4,170,643,6.9113006591796875,11.512397766113281,7.857128620147705,0.15715231001377106,0.22262021899223328,0.22262021899223328,0.06028756499290466,1
vanilla,extrap,u_fine,320,5,170,658,6.983839511871338,12.805892944335938,8.486083984375,0.1607462763786316,0.22737446427345276,0.21918363869190216,0.0703258067369461,1
vanilla,extrap,u_fine,320,6,170,515,7.718364238739014,12.86681842803955,11.62051010131836,0.1679149568080902,0.21287590265274048,0.1904948651790619,0.13187134265899658,1
vanilla,extrap,u_fine,320,7,170,511,7.634957790374756,13.01191520690918,11.657310485839844,0.16712874174118042,0.21344317495822906,0.191774383187294,0.1327078938484192,1
vanilla,extrap,u_fine,320,8,170,621,7.652905464172363,11.247105598449707,6.792873859405518,0.16656002402305603,0.22823025286197662,0.19330422580242157,0.04506165534257889,1
vanilla,extrap,u_fine,320,9,170,561,8.546073913574219,12.290568351745605,9.923210144042969,0.17658624053001404,0.21785558760166168,0.2047787308692932,0.09616222232580185,1
vanilla,extrap,u_fine,320,10,127,604,3.9460227489471436,6.2166242599487305,4.860634803771973,0.09544598311185837,0.14514917135238647,0.11058178544044495,0.023072045296430588,1
vanilla,extrap,u_fine,320,11,127,528,4.48629093170166,6.627113342285156,5.075453758239746,0.10103354603052139,0.145616814494133,0.145616814494133,0.025156471878290176,1
vanilla,extrap,u_fine,320,12,127,655,4.040978908538818,6.483033180236816,6.483033180236816,0.0919349417090416,0.13487693667411804,0.11501710116863251,0.04104464501142502,1
