method,split,field,horizon,window_id,mu_id,k0,abs_mean,abs_max,abs_fin,rel_mean,rel_max,rel_fin,mse_fin,run
vanilla,extrap,u_fine,320,0,170,573,9.57237434387207,12.850674629211426,10.227344512939453,0.19875425100326538,0.2546394467353821,0.2546394467353821,0.10214705020189285,10
vanilla,extrap,u_fine,320,1,170,642,8.582582473754883,13.17647933959961,9.89332103729248,0.19778867065906525,0.28997308015823364,0.28117045760154724,0.09558378159999847,10
vanilla,extrap,u_fine,320,2,170,557,9.585573196411133,13.500967025756836,12.614102363586426,0.20049595832824707,0.2471751719713211,0.24652056396007538,0.1553862988948822,10
vanilla,extrap,u_fine,320,3,170,544,9.521655082702637,14.113042831420898,13.721088409423828,0.20168577134609222,0.2558921277523041,0.24459834396839142,0.18385574221611023,10
vanilla,extrap,u_fine,320,4,170,643,8.557663917541504,13.165800094604492,9.949524879455566,0.19753853976726532,0.28911924362182617,0.2819052040576935,0.0966728925704956,10
vanilla,extrap,u_fine,320,5,170,658,8.402878761291504,12.77061653137207,10.822092056274414,0.19689418375492096,0.2795194387435913,0.2795194387435913,0.11437273025512695,10
vanilla,extrap,u_fine,320,6,170,515,8.859315872192383,14.124709129333496,13.394990921020508,0.19563071429729462,0.25803351402282715,0.2195838987827301,0.17522048950195312,10
vanilla,extrap,u_fine,320,7,170,511,8.785820960998535,14.076290130615234,13.472189903259277,0.19546674191951752,0.2572266161441803,0.22163096070289612,0.17724598944187164,10
vanilla,extrap,u_fine,320,8,170,621,9.215556144714355,13.456795692443848,8.385818481445312,0.2019939422607422,0.2912692725658417,0.23863451182842255,0.06867377460002899,10
vanilla,extrap,u_fine,320,9,170,561,9.602988243103027,13.343421936035156,11.697389602661133,0.20034992694854736,0.24488505721092224,0.24139130115509033,0.13362200558185577,10
vanilla,extrap,u_fine,320,10,127,604,4.380223751068115,7.657397747039795,3.9689671993255615,0.10563681274652481,0.15499429404735565,0.09029591828584671,0.015383496880531311,10
vanilla,extrap,u_fine,320,11,127,528,5.676820278167725,8.730875968933105,5.024000644683838,0.12715210020542145,0.16261349618434906,0.1441406011581421,0.024649005383253098,10
