method,split,field,horizon,window_id,mu_id,k0,abs_mean,abs_max,abs_fin,rel_mean,rel_max,rel_fin,mse_fin,run
vanilla,extrap,u_fine,320,0,170,573,9.4987211227417,12.951813697814941,10.266935348510742,0.20123127102851868,0.26123592257499695,0.2556251585483551,0.1029394119977951,2
vanilla,extrap,u_fine,320,1,170,642,7.5791473388671875,12.00586223602295,9.48151969909668,0.1757880300283432,0.26946696639060974,0.26946696639060974,0.08779220283031464,2
vanilla,extrap,u_fine,320,2,170,557,9.414153099060059,12.941646575927734,12.112870216369629,0.19991819560527802,0.26288917660713196,0.236724853515625,0.14328283071517944,2
vanilla,extrap,u_fine,320,3,170,544,8.979969024658203,12.765499114990234,12.765499114990234,0.19246333837509155,0.2588897943496704,0.22756357491016388,0.15913864970207214,2
vanilla,extrap,u_fine,320,4,170,643,7.561777591705322,11.992807388305664,9.580906867980957,0.17575745284557343,0.27146095037460327,0.27146095037460327,0.08964234590530396,2
vanilla,extrap,u_fine,320,5,170,658,7.543022155761719,11.840071678161621,10.309428215026855,0.17930693924427032,0.2747097611427307,0.26627805829048157,0.10379327833652496,2
vanilla,extrap,u_fine,320,6,170,515,8.258179664611816,12.188064575195312,11.389250755310059,0.1843496561050415,0.26183781027793884,0.18670383095741272,0.1266748309135437,2
vanilla,extrap,u_fine,320,7,170,511,8.19096851348877,12.287145614624023,11.263859748840332,0.18413284420967102,0.26398971676826477,0.1853017359972,0.12390092015266418,2
vanilla,extrap,u_fine,320,8,170,621,8.607924461364746,12.54894733428955,8.367915153503418,0.19175148010253906,0.27111390233039856,0.2381250262260437,0.06838086247444153,2
vanilla,extrap,u_fine,320,9,170,561,9.489483833312988,12.94728946685791,11.495980262756348,0.2011730670928955,0.2629772126674652,0.2372349500656128,0.12906011939048767,2
vanilla,extrap,u_fine,320,10,127,604,4.371976375579834,7.064585208892822,5.214742660522461,0.10617971420288086,0.16341519355773926,0.11863791197538376,0.026556190103292465,2
vanilla,extrap,u_fine,320,11,127,528,5.048629283905029,7.42803955078125,5.700429439544678,0.1139865294098854,0.1635476052761078,0.1635476052761078,0.03173329681158066,2
vanilla,extrap,u_fine,320,12,127,655,4.756978511810303,8.220573425292969,6.845355033874512,0.1087094321846962,0.1503581553697586,0.12144514918327332,0.0457606241106987,2
vanilla,extrap,u_fine,320,13,127,582,4.6835551261901855,7.009505748748779,4.986497402191162,0.11331050843000412,0.16696158051490784,0.12460345774888992,0.02428237721323967,2
vanilla,extrap,u_fine,320,14,127,662,4.796647548675537,8.177388191223145,7.482054710388184,0.10827632993459702,0.14933501183986664,0.13625328242778778,0.054669082164764404,2
vanilla,extrap,u_fine,320,15,127,644,4.605821132659912,7.889705181121826,5.117907524108887,0.1072532907128334,0.1487756371498108,0.09300185739994049,0.02557908184826374,2
vanilla,extrap,u_fine,320,16,127,627,4.412241458892822,7.319156646728516,5.8779520988464355,0.10553188621997833,0.15260909497737885,0.11616020649671555,0.03374054655432701,2
vanilla,extrap,u_fine,320,17,127,542,5.106142997741699,7.662926197052002,5.499434471130371,0.11688967049121857,0.16778184473514557,0.1625213325023651,0.029534943401813507,2
vanilla,extrap,u_fine,320,18,127,639,4.565126895904541,7.638970851898193,5.355368614196777,0.10734379291534424,0.15082691609859467,0.0996098667383194,0.028007784858345985,2
vanilla,extrap,u_fine,320,19,127,510,4.867801666259766,7.4457573890686035,5.1023173332214355,0.10838182270526886,0.14581194519996643,0.1289895474910736,0.025423478335142136,2
vanilla,extrap,u_fine,320,20,102,603,6.533689975738525,13.53683090209961,13.53683090209961,0.1510319709777832,0.25456422567367554,0.25456422567367554,0.1789509654045105,2
vanilla,extrap,u_fine,320,21,102,573,6.137001037597656,10.969063758850098,7.644382476806641,0.14604097604751587,0.24634143710136414,0.16502845287322998,0.05706697702407837,2
vanilla,extrap,u_fine,320,22,102,680,8.191924095153809,14.334647178649902,11.591901779174805,0.1842951625585556,0.3216666877269745,0.32164934277534485,0.13122284412384033,2
vanilla,extrap,u_fine,320,23,102,536,6.571818828582764,12.638267517089844,6.424408435821533,0.1552499383687973,0.28177306056022644,0.16649357974529266,0.040305688977241516,2
vanilla,extrap,u_fine,320,24,102,671,8.608405113220215,14.678740501403809,12.346084594726562,0.19253869354724884,0.32144904136657715,0.32144904136657715,0.1488533318042755,2
vanilla,extrap,u_fine,320,25,102,517,6.877742290496826,12.856593132019043,7.6082868576049805,0.1606503427028656,0.2918316721916199,0.2009105682373047,0.05652932822704315,2
vanilla,extrap,u_fine,320,26,102,613,7.006844997406006,14.724961280822754,14.724961280822754,0.159546360373497,0.27840375900268555,0.27840375900268555,0.21174265444278717,2
vanilla,extrap,u_fine,320,27,102,605,6.634156227111816,13.857619285583496,13.857619285583496,0.15288113057613373,0.25963646173477173,0.25963646173477173,0.18753282725811005,2
vanilla,extrap,u_fine,320,28,102,662,8.573478698730469,14.908605575561523,13.271344184875488,0.19116978347301483,0.3230629861354828,0.31944021582603455,0.17200055718421936,2
vanilla,extrap,u_fine,320,29,102,554,6.69384765625,12.44230842590332,6.48760461807251,0.15916548669338226,0.27152758836746216,0.15800683200359344,0.04110255092382431,2
vanilla,extrap,u_fine,320,30,53,663,8.215666770935059,14.639225959777832,11.036513328552246,0.17541532218456268,0.30030879378318787,0.30030879378318787,0.11894982308149338,2
vanilla,extrap,u_fine,320,31,53,621,7.8452043533325195,15.51292896270752,12.23857307434082,0.1640464812517166,0.26323556900024414,0.2459523230791092,0.14627212285995483,2
vanilla,extrap,u_fine,320,32,53,661,8.137957572937012,14.559319496154785,10.939900398254395,0.17310532927513123,0.2945265471935272,0.2945265471935272,0.11687637865543365,2
vanilla,extrap,u_fine,320,33,53,536,7.281001567840576,13.437321662902832,13.437321662902832,0.17444635927677155,0.3270273506641388,0.30949923396110535,0.17632971704006195,2
vanilla,extrap,u_fine,320,34,53,637,8.29626750946045,15.602726936340332,11.363336563110352,0.17366966605186462,0.27055519819259644,0.27055519819259644,0.12609905004501343,2
vanilla,extrap,u_fine,320,35,53,670,8.484136581420898,14.910018920898438,11.540968894958496,0.1837657243013382,0.3263283669948578,0.3263283669948578,0.130072221159935,2
vanilla,extrap,u_fine,320,36,53,509,10.597972869873047,16.004329681396484,15.466447830200195,0.2517925500869751,0.46413999795913696,0.43094709515571594,0.23360449075698853,2
vanilla,extrap,u_fine,320,37,53,566,7.436879634857178,15.844468116760254,15.844468116760254,0.17093564569950104,0.29823341965675354,0.29823341965675354,0.24516326189041138,2
vanilla,extrap,u_fine,320,38,53,615,7.7202067375183105,15.550950050354004,13.529131889343262,0.16211359202861786,0.2638339698314667,0.25217926502227783,0.17874747514724731,2
vanilla,extrap,u_fine,320,39,53,519,9.562373161315918,14.52156925201416,14.475769996643066,0.22949634492397308,0.42442139983177185,0.37537842988967896,0.20463664829730988,2
vanilla,extrap,u_fine,320,40,61,592,12.730939865112305,23.12627410888672,8.04387378692627,0.24151992797851562,0.334111750125885,0.23380586504936218,0.06318740546703339,2
vanilla,extrap,u_fine,320,41,61,614,11.907698631286621,23.226776123046875,7.316411972045898,0.23506227135658264,0.33604106307029724,0.21613042056560516,0.05227527767419815,2
vanilla,extrap,u_fine,320,42,61,638,8.738908767700195,20.771873474121094,9.179722785949707,0.18026991188526154,0.3002485930919647,0.2621794641017914,0.08229230344295502,2
vanilla,extrap,u_fine,320,43,61,667,9.33276653289795,20.144088745117188,13.391895294189453,0.20344924926757812,0.30469563603401184,0.3023015856742859,0.17513950169086456,2
vanilla,extrap,u_fine,320,44,61,574,13.240828514099121,23.345613479614258,9.561758995056152,0.24634981155395508,0.33739060163497925,0.23712804913520813,0.08928439021110535,2
vanilla,extrap,u_fine,320,45,61,580,13.114201545715332,23.307743072509766,8.880508422851562,0.24488918483257294,0.3368632197380066,0.23733606934547424,0.07701507210731506,2
vanilla,extrap,u_fine,320,46,61,586,12.944609642028809,23.2204647064209,8.441001892089844,0.24333380162715912,0.33552831411361694,0.2377069592475891,0.06958058476448059,2
vanilla,extrap,u_fine,320,47,61,672,9.4303617477417,20.21877098083496,14.24414348602295,0.20504789054393768,0.30652719736099243,0.3015661835670471,0.1981402486562729,2
